id_mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_arma,uso_moto,barrio,comuna,latitud,longitud,cantidad
1510569,2024,NOVIEMBRE,LUNES,2024-11-04,9,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7,-34.635167,-58.426741,1
1510570,2024,NOVIEMBRE,LUNES,2024-11-04,12,Hurto,Hurto automotor,NO,NO,COLEGIALES,13,-34.57889,-58.45252,1
1510571,2024,NOVIEMBRE,LUNES,2024-11-04,4,Hurto,Hurto total,NO,NO,COLEGIALES,13,-34.576754,-58.451382,1
1510572,2024,NOVIEMBRE,LUNES,2024-11-04,2,Robo,Robo total,SI,NO,PARQUE CHACABUCO,7,-34.636938,-58.432134,1
1510573,2024,NOVIEMBRE,LUNES,2024-11-04,18,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.59251,-58.395064,1
1510574,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.607535,-58.372246,1
1510575,2024,NOVIEMBRE,LUNES,2024-11-04,20,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.593184,-58.405379,1
1510576,2024,NOVIEMBRE,LUNES,2024-11-04,9,Robo,Robo total,NO,NO,NUÑEZ,13,-34.55021,-58.462246,1
1510577,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7,-34.64381,-58.439021,1
1510578,2024,NOVIEMBRE,LUNES,2024-11-04,10,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.597991,-58.405761,1
1510579,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.604885,-58.372417,1
1510580,2024,NOVIEMBRE,LUNES,2024-11-04,6,Robo,Robo total,NO,NO,NUÑEZ,13,-34.548397,-58.467212,1
1510581,2024,NOVIEMBRE,LUNES,2024-11-04,6,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7,-34.634853,-58.43648,1
1510582,2024,NOVIEMBRE,LUNES,2024-11-04,8,Hurto,Hurto total,NO,NO,COLEGIALES,13,-34.576916,-58.453547,1
1510583,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,PARQUE CHACABUCO,7,-34.634934,-58.431317,1
1510584,2024,NOVIEMBRE,LUNES,2024-11-04,13,Robo,Robo total,NO,NO,FLORES,7,-34.624892,-58.459014,1
1510585,2024,NOVIEMBRE,LUNES,2024-11-04,16,Robo,Robo total,NO,NO,MONSERRAT,1,-34.609027,-58.376395,1
1510586,2024,NOVIEMBRE,LUNES,2024-11-04,11,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.563928,-58.455066,1
1510587,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,SI,SI,VILLA LUGANO,8,-34.668098,-58.487367,1
1510588,2024,NOVIEMBRE,LUNES,2024-11-04,11,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.562037,-58.456695,1
1510589,2024,NOVIEMBRE,LUNES,2024-11-04,17,Hurto,Hurto total,NO,NO,VILLA LUGANO,8,-34.668382,-58.484954,1
1510590,2024,NOVIEMBRE,LUNES,2024-11-04,9,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7,-34.639821,-58.432423,1
1510591,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,RECOLETA,2,-34.595871,-58.389904,1
1510592,2024,NOVIEMBRE,LUNES,2024-11-04,10,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.591949,-58.401328,1
1510593,2024,NOVIEMBRE,LUNES,2024-11-04,10,Hurto,Hurto total,NO,NO,COLEGIALES,13,-34.571762,-58.448448,1
1510594,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,VILLA PUEYRREDON,12,-34.588567,-58.50385,1
1510595,2024,NOVIEMBRE,LUNES,2024-11-04,23,Hurto,Hurto total,NO,NO,SAN CRISTOBAL,3,-34.622956,-58.396349,1
1510596,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto automotor,NO,NO,PARQUE PATRICIOS,4,-34.634598,-58.401105,1
1510597,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,SI,BALVANERA,3,-34.604082,-58.411747,1
1510598,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,BALVANERA,3,-34.606408,-58.411917,1
1510599,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,BALVANERA,3,-34.608594,-58.401814,1
1510600,2024,NOVIEMBRE,LUNES,2024-11-04,2,Robo,Robo total,NO,NO,CABALLITO,6,-34.607789,-58.445412,1
1510601,2024,NOVIEMBRE,LUNES,2024-11-04,23,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.536813,-58.466667,1
1510602,2024,NOVIEMBRE,LUNES,2024-11-04,22,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.623615,-58.434497,1
1510603,2024,NOVIEMBRE,LUNES,2024-11-04,18,Robo,Robo total,NO,NO,VILLA PUEYRREDON,12,-34.574444,-58.509589,1
1510604,2024,NOVIEMBRE,LUNES,2024-11-04,8,Robo,Robo total,NO,NO,RETIRO,1,-34.595277,-58.37997,1
1510605,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,BALVANERA,3,-34.607458,-58.395001,1
1510606,2024,NOVIEMBRE,LUNES,2024-11-04,9,Robo,Robo total,NO,NO,SAN CRISTOBAL,3,-34.622381,-58.409124,1
1510607,2024,NOVIEMBRE,LUNES,2024-11-04,12,Robo,Robo total,NO,NO,RETIRO,1,-34.59472,-58.37556,1
1510608,2024,NOVIEMBRE,LUNES,2024-11-04,16,Robo,Robo total,NO,NO,BALVANERA,3,-34.602955,-58.407795,1
1510609,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.599601,-58.378251,1
1510610,2024,NOVIEMBRE,LUNES,2024-11-04,4,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.628326,-58.436438,1
1510611,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,NO,SI,PARQUE PATRICIOS,4,-34.63562,-58.39744,1
1510612,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,PARQUE PATRICIOS,4,-34.643291,-58.404152,1
1510613,2024,NOVIEMBRE,LUNES,2024-11-04,13,Robo,Robo total,NO,NO,RETIRO,1,-34.583266,-58.37473,1
1510614,2024,NOVIEMBRE,LUNES,2024-11-04,12,Hurto,Hurto total,NO,NO,PARQUE PATRICIOS,4,-34.636199,-58.3903,1
1510615,2024,NOVIEMBRE,LUNES,2024-11-04,22,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.605137,-58.409949,1
1510616,2024,NOVIEMBRE,LUNES,2024-11-04,0,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.595905,-58.402682,1
1510617,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,PARQUE PATRICIOS,4,-34.634253,-58.404295,1
1510618,2024,NOVIEMBRE,LUNES,2024-11-04,9,Robo,Robo total,NO,NO,SAAVEDRA,12,-34.544508,-58.475487,1
1510619,2024,NOVIEMBRE,LUNES,2024-11-04,11,Robo,Robo total,NO,NO,VILLA PUEYRREDON,12,-34.586604,-58.500841,1
1510620,2024,NOVIEMBRE,LUNES,2024-11-04,6,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.616639,-58.393195,1
1510621,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,NO,NO,BALVANERA,3,-34.603749,-58.392436,1
1510622,2024,NOVIEMBRE,LUNES,2024-11-04,12,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.604702,-58.399488,1
1510623,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.600045,-58.377471,1
1510624,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.608044,-58.393461,1
1510625,2024,NOVIEMBRE,LUNES,2024-11-04,18,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.619896,-58.440395,1
1510626,2024,NOVIEMBRE,LUNES,2024-11-04,20,Robo,Robo total,NO,NO,CABALLITO,6,-34.615501,-58.430065,1
1510627,2024,NOVIEMBRE,LUNES,2024-11-04,10,Robo,Robo total,NO,NO,BALVANERA,3,-34.605331,-58.39516,1
1510628,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.605754,-58.407082,1
1510629,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,NO,NO,BALVANERA,3,-34.606351,-58.412307,1
1510630,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,SI,NO,BALVANERA,3,-34.607793,-58.411816,1
1510631,2024,NOVIEMBRE,LUNES,2024-11-04,14,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.602463,-58.40724,1
1510632,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,PALERMO,14,-34.59547,-58.418537,1
1510633,2024,NOVIEMBRE,LUNES,2024-11-04,15,Robo,Robo total,SI,NO,BALVANERA,3,-34.609214,-58.411794,1
1510634,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,MONSERRAT,1,-34.609047,-58.381106,1
1510635,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,RECOLETA,2,-34.599616,-58.399903,1
1510636,2024,NOVIEMBRE,LUNES,2024-11-04,8,Robo,Robo total,NO,NO,CONSTITUCION,1,-34.622372,-58.38707,1
1510637,2024,NOVIEMBRE,LUNES,2024-11-04,13,Robo,Robo total,NO,SI,NUEVA POMPEYA,4,-34.652958,-58.416384,1
1510638,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11,-34.602985,-58.477446,1
1510639,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.603837,-58.384196,1
1510640,2024,NOVIEMBRE,LUNES,2024-11-04,6,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.600629,-58.420761,1
1510641,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,VILLA GRAL. MITRE,11,-34.604037,-58.466405,1
1510642,2024,NOVIEMBRE,LUNES,2024-11-04,20,Robo,Robo total,NO,NO,CONSTITUCION,1,-34.622118,-58.380006,1
1510643,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.602255,-58.430174,1
1510644,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.607976,-58.389304,1
1510645,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,VILLA SANTA RITA,11,-34.613639,-58.485777,1
1510646,2024,NOVIEMBRE,LUNES,2024-11-04,19,Robo,Robo total,NO,NO,MATADEROS,9,-34.644914,-58.500176,1
1510647,2024,NOVIEMBRE,LUNES,2024-11-04,8,Robo,Robo total,NO,NO,PALERMO,14,-34.58519,-58.429688,1
1510648,2024,NOVIEMBRE,LUNES,2024-11-04,10,Hurto,Hurto automotor,NO,NO,VILLA CRESPO,15,-34.601312,-58.439315,1
1510649,2024,NOVIEMBRE,LUNES,2024-11-04,8,Hurto,Hurto total,NO,NO,MONSERRAT,1,-34.61556,-58.387145,1
1510650,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,VILLA CRESPO,15,-34.597643,-58.438998,1
1510651,2024,NOVIEMBRE,LUNES,2024-11-04,9,Hurto,Hurto total,NO,NO,VILLA ORTUZAR,15,-34.580097,-58.467189,1
1510652,2024,NOVIEMBRE,LUNES,2024-11-04,21,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.60313,-58.391235,1
1510653,2024,NOVIEMBRE,LUNES,2024-11-04,23,Hurto,Hurto total,NO,NO,VILLA SANTA RITA,11,-34.613233,-58.485262,1
1510654,2024,NOVIEMBRE,LUNES,2024-11-04,11,Robo,Robo total,NO,NO,VILLA CRESPO,15,-34.599873,-58.438768,1
1510655,2024,NOVIEMBRE,LUNES,2024-11-04,4,Robo,Robo total,NO,NO,COLEGIALES,13,-34.570564,-58.443814,1
1510656,2024,NOVIEMBRE,LUNES,2024-11-04,23,Robo,Robo total,NO,NO,MONSERRAT,1,-34.610107,-58.390419,1
1510657,2024,NOVIEMBRE,LUNES,2024-11-04,20,Hurto,Hurto total,NO,NO,MATADEROS,9,-34.652646,-58.503875,1
1510658,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,ALMAGRO,5,-34.608542,-58.420065,1
1510659,2024,NOVIEMBRE,LUNES,2024-11-04,17,Hurto,Hurto total,NO,NO,VILLA CRESPO,15,-34.596899,-58.444148,1
1510660,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,CONSTITUCION,1,-34.621705,-58.391271,1
1510661,2024,NOVIEMBRE,LUNES,2024-11-04,8,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.607803,-58.392059,1
1510662,2024,NOVIEMBRE,LUNES,2024-11-04,23,Hurto,Hurto total,NO,NO,MATADEROS,9,-34.659575,-58.491255,1
1510663,2024,NOVIEMBRE,LUNES,2024-11-04,12,Hurto,Hurto total,NO,NO,PALERMO,14,-34.567963,-58.439508,1
1510664,2024,NOVIEMBRE,LUNES,2024-11-04,16,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.609227,-58.391957,1
1510665,2024,NOVIEMBRE,LUNES,2024-11-04,20,Robo,Robo total,NO,NO,SAN TELMO,1,-34.618334,-58.368777,1
1510666,2024,NOVIEMBRE,LUNES,2024-11-04,14,Robo,Robo total,NO,NO,ALMAGRO,5,-34.605027,-58.413594,1
1510667,2024,NOVIEMBRE,LUNES,2024-11-04,16,Hurto,Hurto total,NO,NO,PARQUE AVELLANEDA,9,-34.643472,-58.470302,1
1510668,2024,NOVIEMBRE,LUNES,2024-11-04,20,Robo,Robo total,NO,NO,MONSERRAT,1,-34.6115,-58.391429,1
1510669,2024,NOVIEMBRE,LUNES,2024-11-04,14,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.606351,-58.382068,1
1510670,2024,NOVIEMBRE,LUNES,2024-11-04,0,Robo,Robo total,SI,SI,SAN NICOLAS,1,-34.607909,-58.390677,1
1510671,2024,NOVIEMBRE,LUNES,2024-11-04,12,Hurto,Hurto total,NO,NO,VILLA CRESPO,15,-34.600605,-58.43975,1
1510672,2024,NOVIEMBRE,LUNES,2024-11-04,21,Hurto,Hurto total,NO,NO,MONSERRAT,1,-34.612862,-58.386149,1
1510673,2024,NOVIEMBRE,LUNES,2024-11-04,12,Robo,Robo total,NO,NO,NUEVA POMPEYA,4,-34.647871,-58.428321,1
1510674,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,MATADEROS,9,-34.660875,-58.515512,1
1510675,2024,NOVIEMBRE,LUNES,2024-11-04,9,Hurto,Hurto total,NO,NO,VILLA CRESPO,15,-34.593533,-58.44608,1
1510676,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.605409,-58.513071,1
1510677,2024,NOVIEMBRE,LUNES,2024-11-04,0,Hurto,Hurto total,NO,NO,SAAVEDRA,12,-34.545564,-58.488377,1
1510678,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.597449,-58.50863,1
1510679,2024,NOVIEMBRE,LUNES,2024-11-04,9,Robo,Robo total,NO,NO,VILLA DEVOTO,11,-34.597926,-58.50815,1
1510680,2024,NOVIEMBRE,LUNES,2024-11-04,23,Hurto,Hurto total,NO,NO,PUERTO MADERO,1,-34.600182,-58.367562,1
1510681,2024,NOVIEMBRE,LUNES,2024-11-04,1,Hurto,Hurto total,NO,NO,BOEDO,5,-34.625802,-58.417671,1
1510682,2024,NOVIEMBRE,LUNES,2024-11-04,2,Hurto,Hurto total,NO,NO,BOEDO,5,-34.62613,-58.417676,1
1510683,2024,NOVIEMBRE,LUNES,2024-11-04,12,Hurto,Hurto total,NO,NO,BOEDO,5,-34.629226,-58.425018,1
1510684,2024,NOVIEMBRE,LUNES,2024-11-04,13,Robo,Robo total,NO,NO,VILLA DEL PARQUE,11,-34.598546,-58.495532,1
1510685,2024,NOVIEMBRE,LUNES,2024-11-04,1,Robo,Robo total,NO,NO,ALMAGRO,5,-34.60629,-58.414888,1
1510686,2024,NOVIEMBRE,LUNES,2024-11-04,20,Robo,Robo total,NO,NO,VILLA DEVOTO,11,-34.609743,-58.524947,1
1510687,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,ALMAGRO,5,-34.605097,-58.420061,1
1510688,2024,NOVIEMBRE,LUNES,2024-11-04,10,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.604603,-58.522449,1
1510689,2024,NOVIEMBRE,LUNES,2024-11-04,6,Hurto,Hurto automotor,NO,NO,ALMAGRO,5,-34.601008,-58.41621,1
1510690,2024,NOVIEMBRE,LUNES,2024-11-04,10,Robo,Robo total,NO,NO,VILLA DEVOTO,11,-34.590873,-58.518221,1
1510691,2024,NOVIEMBRE,LUNES,2024-11-04,19,Robo,Robo total,NO,NO,PALERMO,14,-34.586161,-58.427686,1
1510692,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.605132,-58.510429,1
1510693,2024,NOVIEMBRE,LUNES,2024-11-04,9,Robo,Robo total,NO,NO,FLORESTA,10,-34.63648,-58.47735,1
1510694,2024,NOVIEMBRE,LUNES,2024-11-04,0,Robo,Robo total,NO,NO,PALERMO,14,-34.580668,-58.413616,1
1510695,2024,NOVIEMBRE,LUNES,2024-11-04,5,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.61762,-58.42055,1
1510696,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,VILLA DEVOTO,11,-34.613727,-58.511848,1
1510697,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,BOCA,4,-34.636269,-58.354417,1
1510698,2024,NOVIEMBRE,LUNES,2024-11-04,13,Robo,Robo total,NO,NO,VERSALLES,10,-34.629549,-58.522366,1
1510699,2024,NOVIEMBRE,LUNES,2024-11-04,20,Robo,Robo total,NO,NO,BOCA,4,-34.627842,-58.365939,1
1510700,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.611718,-58.516699,1
1510701,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,VILLA DEL PARQUE,11,-34.601616,-58.500022,1
1510702,2024,NOVIEMBRE,LUNES,2024-11-04,8,Hurto,Hurto total,NO,NO,FLORESTA,10,-34.631893,-58.480283,1
1510703,2024,NOVIEMBRE,LUNES,2024-11-04,16,Hurto,Hurto total,NO,NO,BOEDO,5,-34.626992,-58.426745,1
1510704,2024,NOVIEMBRE,LUNES,2024-11-04,21,Hurto,Hurto total,NO,NO,MONTE CASTRO,10,-34.623433,-58.512748,1
1510705,2024,NOVIEMBRE,LUNES,2024-11-04,18,Robo,Robo total,NO,NO,ALMAGRO,5,-34.619698,-58.428159,1
1510706,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,PALERMO,14,-34.579961,-58.426297,1
1510707,2024,NOVIEMBRE,LUNES,2024-11-04,11,Hurto,Hurto total,NO,NO,BOCA,4,-34.628849,-58.361238,1
1510708,2024,NOVIEMBRE,LUNES,2024-11-04,8,Robo,Robo total,NO,NO,ALMAGRO,5,-34.615861,-58.423308,1
1510709,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,NO,NO,BOEDO,5,-34.626992,-58.426745,1
1510710,2024,NOVIEMBRE,LUNES,2024-11-04,10,Hurto,Hurto total,NO,NO,PALERMO,14,-34.597734,-58.421782,1
1510711,2024,NOVIEMBRE,LUNES,2024-11-04,18,Robo,Robo total,NO,NO,PALERMO,14,-34.589853,-58.430118,1
1510712,2024,NOVIEMBRE,LUNES,2024-11-04,19,Robo,Robo total,NO,NO,BOCA,4,-34.628637,-58.361667,1
1510713,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,PALERMO,14,-34.584522,-58.422011,1
1510714,2024,NOVIEMBRE,LUNES,2024-11-04,5,Robo,Robo total,NO,NO,CONSTITUCION,1,-34.626109,-58.385758,1
1510715,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,10,-34.632444,-58.498021,1
1510716,2024,NOVIEMBRE,LUNES,2024-11-04,10,Hurto,Hurto total,NO,NO,PALERMO,14,-34.582412,-58.424743,1
1510717,2024,NOVIEMBRE,LUNES,2024-11-04,12,Robo,Robo total,NO,NO,ALMAGRO,5,-34.607979,-58.427022,1
1510718,2024,NOVIEMBRE,LUNES,2024-11-04,16,Hurto,Hurto automotor,NO,NO,VILLA DEVOTO,11,-34.597308,-58.512407,1
1510719,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.591682,-58.511031,1
1510720,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,VILLA DEVOTO,11,-34.596843,-58.515903,1
1510721,2024,NOVIEMBRE,LUNES,2024-11-04,9,Hurto,Hurto total,NO,NO,FLORESTA,10,-34.627217,-58.476775,1
1510722,2024,NOVIEMBRE,LUNES,2024-11-04,10,Robo,Robo total,NO,NO,VILLA DEVOTO,11,-34.596272,-58.515703,1
1510723,2024,NOVIEMBRE,LUNES,2024-11-04,8,Hurto,Hurto total,NO,NO,FLORESTA,10,-34.630756,-58.479724,1
1510724,2024,NOVIEMBRE,LUNES,2024-11-04,19,Robo,Robo total,NO,NO,ALMAGRO,5,-34.60175,-58.422385,1
1510725,2024,NOVIEMBRE,LUNES,2024-11-04,4,Robo,Robo total,NO,NO,VELEZ SARSFIELD,10,-34.630354,-58.491977,1
1510726,2024,NOVIEMBRE,LUNES,2024-11-04,22,Robo,Robo total,NO,NO,COGHLAN,12,-34.560542,-58.477243,1
1510727,2024,NOVIEMBRE,LUNES,2024-11-04,12,Hurto,Hurto total,NO,NO,VILLA GRAL. MITRE,11,-34.61122,-58.474262,1
1510728,2024,NOVIEMBRE,LUNES,2024-11-04,22,Hurto,Hurto total,NO,NO,VILLA GRAL. MITRE,11,-34.605044,-58.470808,1
1510729,2024,NOVIEMBRE,LUNES,2024-11-04,8,Robo,Robo total,NO,SI,VILLA GRAL. MITRE,11,-34.607308,-58.470896,1
1510730,2024,NOVIEMBRE,LUNES,2024-11-04,18,Hurto,Hurto total,NO,NO,BARRACAS,4,-34.631249,-58.375146,1
1510731,2024,NOVIEMBRE,LUNES,2024-11-04,10,Hurto,Hurto total,NO,NO,SAN TELMO,1,-34.629463,-58.370658,1
1510732,2024,NOVIEMBRE,LUNES,2024-11-04,1,Hurto,Hurto total,NO,NO,VILLA SANTA RITA,11,-34.623924,-58.482019,1
1510733,2024,NOVIEMBRE,LUNES,2024-11-04,10,Robo,Robo total,NO,NO,VILLA URQUIZA,12,-34.5676,-58.474812,1
1510734,2024,NOVIEMBRE,LUNES,2024-11-04,14,Hurto,Hurto total,NO,NO,VILLA URQUIZA,12,-34.574544,-58.483128,1
1510735,2024,NOVIEMBRE,LUNES,2024-11-04,6,Robo,Robo total,NO,NO,VILLA URQUIZA,12,-34.567613,-58.486027,1
1510736,2024,NOVIEMBRE,LUNES,2024-11-04,7,Hurto,Hurto total,NO,NO,VILLA SANTA RITA,11,-34.610936,-58.483227,1
1510737,2024,NOVIEMBRE,LUNES,2024-11-04,23,Robo,Robo total,NO,SI,VILLA SANTA RITA,11,-34.613947,-58.491455,1
1510738,2024,NOVIEMBRE,LUNES,2024-11-04,23,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11,-34.608865,-58.483428,1
1510739,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,VILLA URQUIZA,12,-34.56853,-58.484555,1
1510740,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,VILLA SANTA RITA,11,-34.622194,-58.480318,1
1510741,2024,NOVIEMBRE,LUNES,2024-11-04,8,Robo,Robo total,NO,NO,VILLA URQUIZA,12,-34.573066,-58.48226,1
1510742,2024,NOVIEMBRE,LUNES,2024-11-04,22,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.602848,-58.403744,1
1510743,2024,NOVIEMBRE,LUNES,2024-11-04,8,Robo,Robo total,NO,NO,FLORES,7,-34.636507,-58.451927,1
1510744,2024,NOVIEMBRE,LUNES,2024-11-04,1,Robo,Robo automotor,SI,NO,NUEVA POMPEYA,4,-34.645632,-58.414366,1
1510745,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,10,-34.628412,-58.502739,1
1510746,2024,NOVIEMBRE,LUNES,2024-11-04,4,Robo,Robo total,NO,NO,VILLA REAL,10,-34.615517,-58.528715,1
1510747,2024,NOVIEMBRE,LUNES,2024-11-04,22,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.600237,-58.385454,1
1510748,2024,NOVIEMBRE,LUNES,2024-11-04,12,Robo,Robo total,NO,NO,BALVANERA,3,-34.611702,-58.39454,1
1510749,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,NO,NO,PALERMO,14,-34.575344,-58.439986,1
1510750,2024,NOVIEMBRE,LUNES,2024-11-04,14,Hurto,Hurto total,NO,NO,COLEGIALES,13,-34.581896,-58.444495,1
1510751,2024,NOVIEMBRE,LUNES,2024-11-04,11,Robo,Robo total,NO,NO,COLEGIALES,13,-34.573451,-58.442864,1
1510752,2024,NOVIEMBRE,LUNES,2024-11-04,20,Robo,Robo total,NO,NO,BALVANERA,3,-34.611741,-58.394909,1
1510753,2024,NOVIEMBRE,LUNES,2024-11-04,5,Robo,Robo total,NO,NO,VILLA LUGANO,8,-34.678213,-58.482065,1
1510754,2024,NOVIEMBRE,LUNES,2024-11-04,7,Robo,Robo total,NO,NO,NUEVA POMPEYA,4,-34.64452,-58.413979,1
1510755,2024,NOVIEMBRE,LUNES,2024-11-04,5,Robo,Robo total,NO,NO,FLORES,7,-34.63398,-58.46256,1
1510756,2024,NOVIEMBRE,LUNES,2024-11-04,19,Hurto,Hurto total,NO,NO,SAN CRISTOBAL,3,-34.626305,-58.410213,1
1510757,2024,NOVIEMBRE,LUNES,2024-11-04,11,Hurto,Hurto total,NO,NO,PARQUE PATRICIOS,4,-34.637635,-58.392715,1
1510758,2024,NOVIEMBRE,LUNES,2024-11-04,17,Robo,Robo total,NO,NO,VILLA LUGANO,8,-34.674789,-58.466394,1
1510759,2024,NOVIEMBRE,LUNES,2024-11-04,15,Hurto,Hurto total,NO,NO,CONSTITUCION,1,-34.627618,-58.381438,1
1510760,2024,NOVIEMBRE,LUNES,2024-11-04,19,Robo,Robo total,NO,NO,BALVANERA,3,-34.610581,-58.41034,1
1510761,2024,NOVIEMBRE,LUNES,2024-11-04,13,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.61008,-58.393349,1
